name,type,tags,latitude,longitude,area_m2
,Polygon,"{""landuse"": ""industrial""}",23.090326304842634,72.57185264730101,133211.42085051668
,Polygon,"{""landuse"": ""industrial""}",23.03582124602307,72.5990117625034,138470.41431533042
,Polygon,"{""landuse"": ""industrial""}",23.040127317640053,72.61471016530827,229032.47915962504
,Polygon,"{""landuse"": ""industrial""}",23.04554836875768,72.62227879797067,128427.84472706074
,Polygon,"{""landuse"": ""industrial""}",23.047796262901045,72.62849079759678,25283.86206743805
,Polygon,"{""landuse"": ""industrial""}",23.018703399985487,72.62884601723044,114167.14819664329
,Polygon,"{""landuse"": ""industrial""}",23.06485182743787,72.64616590220389,157249.18607281471
,Polygon,"{""landuse"": ""industrial""}",23.01102732347511,72.5875825920221,38676.61633368139
,Polygon,"{""landuse"": ""industrial""}",23.250276136799474,72.09929564868472,14626.247995322829
,Polygon,"{""landuse"": ""industrial""}",23.27331242597437,72.13209011819178,69003.3600601874
,Polygon,"{""landuse"": ""industrial""}",23.061302102470297,72.4940596700804,2330.140225751149
AMTS Depot,Polygon,"{""landuse"": ""industrial"", ""industrial"": ""depot""}",23.090762241271403,72.58972725177433,10060.61526705975
intec frp II unit,Polygon,"{""man_made"": ""works""}",22.958249487800718,72.63088665350759,2198.8905642477316
,Polygon,"{""landuse"": ""industrial""}",23.10588920495254,72.56327818919085,128631.50830993429
,Polygon,"{""landuse"": ""industrial""}",22.98122449633796,72.48851981947115,736877.6324504621
,Polygon,"{""landuse"": ""industrial""}",22.97483232259661,72.48963662450087,235830.4140613072
,Polygon,"{""landuse"": ""industrial""}",22.984008576709467,72.49532801363972,157387.15933574474
,Polygon,"{""landuse"": ""industrial""}",22.93558071428948,72.63842621939585,22146.497360986243
,Polygon,"{""landuse"": ""farmland""}",22.98376751246218,72.55725076410593,47672.589480116665
,Polygon,"{""landuse"": ""farmland""}",22.98267247780167,72.55430404239233,78993.68133883677
Kerala GIDC,Polygon,"{""landuse"": ""industrial""}",22.77142009337105,72.33268010533901,2211420.631681431
Bosch Rexroth India Limited,Polygon,"{""landuse"": ""industrial""}",23.025708181921395,72.30252602726372,144803.13081450778
Faurecia Automotive Seating India Pvt. Ltd.,Polygon,"{""landuse"": ""industrial""}",23.033314824115077,72.28454407819223,145992.06002174658
,Polygon,"{""landuse"": ""industrial""}",22.688529082981624,72.3514899875352,194349.6539403704
,Polygon,"{""landuse"": ""industrial""}",22.68901644189625,72.35883094836096,112255.30424810079
,Polygon,"{""landuse"": ""industrial""}",22.691486397933055,72.3568360330117,6155.000015932925
,Polygon,"{""landuse"": ""industrial""}",22.696700304896517,72.36791795416602,72013.25215545895
,Polygon,"{""landuse"": ""industrial""}",22.703503160440658,72.37208933632279,153932.5621231202
,Polygon,"{""landuse"": ""industrial""}",22.704813378749705,72.37875179425052,28620.2857389486
,Polygon,"{""landuse"": ""industrial""}",22.716587369868936,72.46996743766827,729747.5722293734
Asiatic Composite ltd,Polygon,"{""landuse"": ""industrial""}",22.90410980190816,72.24706902312529,128302.08318340417
,Polygon,"{""landuse"": ""industrial""}",23.004214333045905,72.75300397266011,26276.830894769562
,Polygon,"{""landuse"": ""industrial""}",22.925517247473163,72.44997727322588,1516721.9421802666
,Polygon,"{""landuse"": ""industrial""}",22.91029843830411,72.42633160656932,1727095.2241580829
,Polygon,"{""landuse"": ""industrial""}",22.924181678755364,72.44074870127905,316626.8897024286
,Polygon,"{""landuse"": ""industrial""}",22.93700111855962,72.45194117344572,53580.80067340109
,Polygon,"{""landuse"": ""industrial""}",22.939573196250514,72.45417302380899,28505.36831938574
,Polygon,"{""landuse"": ""industrial""}",22.942371499902134,72.45687670071179,154679.29135618464
,Polygon,"{""landuse"": ""industrial""}",22.954221134023182,72.4675365731141,94543.863845305
,Polygon,"{""landuse"": ""industrial""}",22.952189912561096,72.46853307850778,21145.47967349689
,Polygon,"{""landuse"": ""industrial""}",22.893808484026803,72.41777897951681,375737.1976314625
,Polygon,"{""landuse"": ""industrial""}",22.884061454019864,72.41429591176183,908625.7203316366
,Polygon,"{""landuse"": ""industrial""}",22.877699175140346,72.40389994880192,561785.7674140091
,Polygon,"{""landuse"": ""industrial""}",22.890784087218584,72.41040539055768,103396.46314250502
,Polygon,"{""landuse"": ""industrial""}",22.897601541931838,72.41459853418728,33298.99115729946
,Polygon,"{""landuse"": ""industrial""}",22.87349847185074,72.39300899384862,544433.509702086
,Polygon,"{""landuse"": ""industrial""}",22.871429029471926,72.39692066510739,178699.78202922075
,Polygon,"{""landuse"": ""industrial""}",22.861806981053917,72.38335538856447,131786.915557828
,Polygon,"{""landuse"": ""industrial""}",22.859252482543916,72.37942863905624,40394.18968828951
,Polygon,"{""landuse"": ""industrial""}",22.85539248216363,72.38157559843387,31871.064440152375
,Polygon,"{""landuse"": ""industrial""}",22.850844672500717,72.37515892753048,33763.41407622831
,Polygon,"{""landuse"": ""industrial""}",22.84737775671943,72.37599720934075,47762.32132570612
,Polygon,"{""landuse"": ""industrial""}",22.843173215570108,72.36851175655534,241152.19105880012
,Polygon,"{""landuse"": ""industrial""}",22.842695361050236,72.37273124765218,99498.03527713998
,Polygon,"{""landuse"": ""industrial""}",22.84891992110672,72.37460196208595,14342.491912013373
,Polygon,"{""landuse"": ""industrial""}",22.899050164224885,72.4269908176194,49945.10637499316
,Polygon,"{""landuse"": ""industrial""}",22.918078732670743,72.42591128941714,179995.73115722858
,Polygon,"{""landuse"": ""industrial""}",22.95976507044844,72.47251886836398,49017.580911487705
,Polygon,"{""landuse"": ""industrial""}",22.95863140237222,72.47569487916256,81340.63434762388
,Polygon,"{""landuse"": ""industrial""}",22.9590547251782,72.47777435784566,19870.557300568158
,Polygon,"{""landuse"": ""industrial""}",22.961915269018764,72.4775200227047,28369.88507326974
,Polygon,"{""landuse"": ""industrial""}",22.963826252614833,72.47613101262473,19584.178569343723
,Polygon,"{""landuse"": ""industrial""}",22.968650138914754,72.47963893204432,26241.533885572888
,Polygon,"{""landuse"": ""industrial""}",22.787227755012747,72.33337337199524,218325.50576583808
,Polygon,"{""landuse"": ""industrial""}",22.75112940197834,72.30699159735791,41240.23358174537
,Polygon,"{""landuse"": ""industrial""}",22.71538935781957,72.2579962723732,32696.436618402076
,Polygon,"{""landuse"": ""industrial""}",22.68413364256824,72.23735609006822,273803.6959621868
,Polygon,"{""landuse"": ""industrial""}",22.67069531124756,72.23408219332322,129508.0651780036
,Polygon,"{""landuse"": ""industrial""}",22.667201307646945,72.22765461492955,41118.979049003436
,Polygon,"{""landuse"": ""industrial""}",22.627924033060584,72.17650176773165,13063.683142739967
,Polygon,"{""landuse"": ""industrial""}",22.88580956840984,72.58791558213618,195215.4642164849
,Polygon,"{""landuse"": ""industrial""}",22.880810079124018,72.59225107799148,76501.33995687735
,Polygon,"{""landuse"": ""industrial""}",22.880450324470097,72.59495764753619,172891.4769820352
,Polygon,"{""landuse"": ""industrial""}",22.877469935671858,72.59170849422425,31703.881989712125
,Polygon,"{""landuse"": ""industrial""}",22.875123762296575,72.59220964718507,23624.749093525574
,Polygon,"{""landuse"": ""industrial""}",22.874079310328284,72.59398461819085,58093.75594339741
,Polygon,"{""landuse"": ""industrial""}",22.869897030986785,72.59447849687423,33393.78467954855
,Polygon,"{""landuse"": ""industrial""}",22.86605367151874,72.59386783707754,42860.03082458323
,Polygon,"{""landuse"": ""industrial""}",22.856582077118208,72.59706332500016,96292.95522070023
,Polygon,"{""landuse"": ""industrial""}",22.858024138681234,72.59935375453198,10815.919210984708
,Polygon,"{""landuse"": ""industrial""}",22.858526114229782,72.60154738827109,63170.91592854837
,Polygon,"{""landuse"": ""industrial""}",22.86303393306094,72.59174302753397,13110.06754034849
,Polygon,"{""landuse"": ""industrial""}",22.86278473400805,72.59325715797503,10569.77164053438
,Polygon,"{""landuse"": ""industrial""}",22.90004659276177,72.59647979558325,319031.26484481734
,Polygon,"{""landuse"": ""industrial""}",22.90004970358502,72.59078467252994,251948.9862940094
,Polygon,"{""landuse"": ""industrial""}",22.91397727759782,72.59835350031226,810147.8610287997
,Polygon,"{""landuse"": ""industrial""}",22.90622592590295,72.58934444642581,41484.97115842078
,Polygon,"{""landuse"": ""industrial""}",22.90930622623845,72.59299456113784,254773.08804864722
,Polygon,"{""landuse"": ""industrial""}",22.919925248598613,72.59251338074665,52105.43461020943
,Polygon,"{""landuse"": ""industrial""}",22.924030185179394,72.59283826248956,121760.10464243291
,Polygon,"{""landuse"": ""industrial""}",22.949124439929754,72.58355269633637,139167.52611295585
,Polygon,"{""landuse"": ""industrial""}",22.82426642823742,72.60898922927682,88337.69089510362
,Polygon,"{""landuse"": ""industrial""}",22.946081042466044,72.58765939103428,287329.430120564
,Polygon,"{""landuse"": ""industrial""}",23.113218186107453,72.07046763419595,38347.32771614758
,Polygon,"{""landuse"": ""industrial""}",22.984928636171496,72.81138898652745,16420.090977654887
,Polygon,"{""landuse"": ""industrial""}",22.902044018443547,72.6719135998768,110398.78852540525
,Polygon,"{""landuse"": ""industrial""}",22.88460275664061,72.58310221854282,9789.395055284893
,Polygon,"{""landuse"": ""industrial""}",22.881170837817628,72.57583698994326,54251.82380189771
,Polygon,"{""landuse"": ""industrial""}",22.8823979880357,72.57303840243998,5572.286530035417
,Polygon,"{""landuse"": ""industrial""}",22.87911210335444,72.56885408509862,56929.43788942337
,Polygon,"{""landuse"": ""industrial""}",22.904513481742676,72.59203917094074,79184.37950029752
,Polygon,"{""landuse"": ""industrial""}",23.010991228232196,72.35608292631007,280241.4548566803
,Polygon,"{""man_made"": ""works""}",22.966894190297364,72.6369657465313,55677.949402295184
,Polygon,"{""man_made"": ""works""}",22.962185555876218,72.63758073799048,59901.9076288375
,Polygon,"{""man_made"": ""works""}",22.960384082859616,72.63362007765676,13165.104031708608
,Polygon,"{""man_made"": ""works""}",22.96155750245027,72.63354302792857,12611.1554905433
,Polygon,"{""landuse"": ""industrial""}",23.02195212870203,72.31245238328401,1030806.0445756825
,Polygon,"{""landuse"": ""industrial""}",23.025079884472202,72.31858612564787,238599.37080601745
,Polygon,"{""landuse"": ""industrial""}",23.021910900249882,72.32686346057505,175655.65528904236
,Polygon,"{""landuse"": ""industrial""}",22.998108005642273,72.2759067552448,842545.4218313786
,Polygon,"{""landuse"": ""industrial""}",23.035117749109503,72.27907952260587,140246.49346531823
,Polygon,"{""landuse"": ""industrial""}",22.96981282377047,72.65583357419361,152432.78330921684
,Polygon,"{""landuse"": ""industrial""}",23.016134403273348,72.75269089573956,35974.098135880835
,Polygon,"{""landuse"": ""industrial""}",23.01500848038822,72.7557197536766,52900.497062058945
,Polygon,"{""landuse"": ""industrial""}",22.98254610805155,72.72750586680223,83518.17919699798
,Polygon,"{""landuse"": ""industrial""}",23.097110683393133,72.7578578418757,254277.6403771561
,Polygon,"{""landuse"": ""industrial""}",23.09172908139278,72.7513693244377,92090.23902505629
,Polygon,"{""landuse"": ""industrial""}",22.71278913798883,72.4396494515601,73316.03162976482
,Polygon,"{""landuse"": ""industrial""}",22.74155423957733,72.29033154073447,80908.59076406293
,Polygon,"{""landuse"": ""industrial""}",22.70652189665,72.33405466268992,83859.12704989081
,Polygon,"{""landuse"": ""industrial""}",23.09075092219504,72.06037836255774,490742.1169032245
,Polygon,"{""landuse"": ""industrial""}",23.095812061506514,72.18468768751002,1136744.029276341
,Polygon,"{""landuse"": ""industrial""}",23.3756056694701,72.05111597072845,370908.76411958353
,Polygon,"{""landuse"": ""industrial""}",22.9771387711642,72.56872557663021,397381.5706835097
,Polygon,"{""landuse"": ""farmland""}",22.97944087026373,72.55613232842478,6598.655810094249
,Polygon,"{""landuse"": ""farmland""}",22.97945775889697,72.55576018094447,2179.108264620471
,Polygon,"{""landuse"": ""farmland""}",22.980202599698575,72.55467504809172,3912.501572668065
,Polygon,"{""landuse"": ""farmland""}",22.97971845758023,72.55441647768407,2626.9124437699957
,Polygon,"{""landuse"": ""farmland""}",22.97930968777425,72.55504866285456,1271.2577110191448
,Polygon,"{""landuse"": ""farmland""}",22.97898431577637,72.55455208522717,3738.284863286502
,Polygon,"{""landuse"": ""farmland""}",22.979854038193974,72.55484147753388,316.2226467831399
,Polygon,"{""landuse"": ""farmland""}",22.979711656546165,72.55479086670398,568.3232217990118
,Polygon,"{""landuse"": ""farmland""}",22.97954739949233,72.55473123777806,398.4002630846612
,Polygon,"{""landuse"": ""farmland""}",22.979420514934112,72.5547001344954,338.7996507775866
,Polygon,"{""man_made"": ""works""}",22.870518037427246,72.3953374595421,48047.7863527395
,Polygon,"{""landuse"": ""industrial""}",22.858679089168035,72.38471680113955,65878.55378080338
,Polygon,"{""landuse"": ""industrial""}",22.808657143033148,72.38095947219763,18733.129347387854
,Polygon,"{""landuse"": ""industrial""}",22.809836910943496,72.37980628550976,28600.36824205096
,Polygon,"{""landuse"": ""industrial""}",22.80708241583395,72.38172514989338,87933.34170334837
,Polygon,"{""landuse"": ""industrial""}",22.782204551282362,72.32411265960631,23886.189572289954
,Polygon,"{""landuse"": ""industrial""}",22.78246676253322,72.32296798447281,29172.403451900493
,Polygon,"{""landuse"": ""industrial""}",22.77989462613063,72.32245481424474,75882.85022413247
,Polygon,"{""man_made"": ""works""}",22.775450015531586,72.32511863625301,54266.115396257286
,Polygon,"{""man_made"": ""works""}",22.774428148254387,72.32913005646718,68341.2105590582
,Polygon,"{""man_made"": ""works""}",22.767247747208362,72.33941865804053,52095.40057646509
,Polygon,"{""landuse"": ""industrial""}",22.74287434604255,72.30143902924867,20188.719829778332
,Polygon,"{""landuse"": ""industrial""}",22.736017154618864,72.29734834462671,38859.02567852332
,Polygon,"{""landuse"": ""industrial""}",22.73578403087306,72.28876794067565,41199.215088702396
,Polygon,"{""man_made"": ""works""}",22.686201269359987,72.2372997161752,71376.02019549334
,Polygon,"{""landuse"": ""industrial""}",22.669666397374836,72.23772421490207,26313.91751523656
,Polygon,"{""landuse"": ""industrial""}",22.614130089979582,72.39348318052336,44896.23262690374
,Polygon,"{""landuse"": ""industrial""}",22.61283047738546,72.394341099347,79280.72605110651
,Polygon,"{""landuse"": ""industrial""}",22.6121299642392,72.39141921000964,92362.21071779807
,Polygon,"{""landuse"": ""industrial""}",22.59694444709767,72.35586758774502,803919.834595879
,Polygon,"{""landuse"": ""industrial""}",22.67146191109648,72.26264307015482,48946.052021126496
,Polygon,"{""landuse"": ""industrial""}",22.708504131546807,72.26030072104705,25116.218348733917
,Polygon,"{""landuse"": ""industrial""}",22.748088161988445,72.2783290942345,58216.38437247739
,Polygon,"{""landuse"": ""industrial""}",22.842835781229237,72.3647786231771,23105.17772922877
,Polygon,"{""landuse"": ""industrial""}",22.84755272452074,72.36536416459333,27672.21208140555
,Polygon,"{""landuse"": ""industrial""}",22.85464356904287,72.36351541411834,46216.38424497278
,Polygon,"{""landuse"": ""industrial""}",22.86473595057267,72.36323327261326,25395.22369098358
,Polygon,"{""landuse"": ""industrial""}",22.88047340005001,72.35670102958782,278166.20561015164
,Polygon,"{""landuse"": ""industrial""}",22.867710512351174,72.3928870391869,18584.447317864542
,Polygon,"{""landuse"": ""industrial""}",22.86665997912296,72.40974308550392,130271.9729648022
,Polygon,"{""man_made"": ""works""}",22.91457614262757,72.44340666210927,19930.33407815241
,Polygon,"{""man_made"": ""works""}",22.920464863900225,72.44630097241432,20009.965348013233
,Polygon,"{""man_made"": ""works""}",22.921068956025206,72.44781371315655,35247.88513275468
,Polygon,"{""man_made"": ""works""}",22.922820111411493,72.44854433981396,37447.3108092595
,Polygon,"{""landuse"": ""industrial""}",22.908752716040787,72.43527530981183,1641773.446122999
,Polygon,"{""landuse"": ""industrial""}",22.916116461284503,72.44781042510135,275228.9901937744
,Polygon,"{""man_made"": ""works""}",22.916754967397758,72.44997682092215,28315.928620472492
,Polygon,"{""man_made"": ""works""}",22.921008225291523,72.44465913228886,39291.35433888186
,Polygon,"{""man_made"": ""works""}",22.924773807878715,72.45254292875664,33985.596556786884
,Polygon,"{""man_made"": ""works""}",22.929447367401412,72.45679660793448,16486.837552701723
,Polygon,"{""man_made"": ""works""}",22.929320682945797,72.45798854236517,8316.582209973203
,Polygon,"{""man_made"": ""works""}",22.928592890683877,72.4578846732838,10178.872797478314
,Polygon,"{""man_made"": ""works""}",22.93524321494798,72.44832390114988,33792.19871006189
,Polygon,"{""landuse"": ""industrial""}",22.934580262795752,72.44749613224838,221018.8620054699
,Polygon,"{""man_made"": ""works""}",22.934515976438178,72.45465172959773,36745.57689109307
,Polygon,"{""man_made"": ""works""}",22.93546767936396,72.46107776567649,19369.261913974835
,Polygon,"{""man_made"": ""works""}",22.936344381222327,72.46045662666597,15991.0851603315
,Polygon,"{""man_made"": ""works""}",22.9336052677002,72.46067106831852,7007.228513591028
,Polygon,"{""landuse"": ""industrial""}",22.93656107618686,72.45833905491934,648500.163357888
,Polygon,"{""man_made"": ""works""}",22.942890330484868,72.45647300024667,25963.496391459827
,Polygon,"{""landuse"": ""industrial""}",22.947268105972654,72.46606364376363,105934.30502236162
,Polygon,"{""landuse"": ""industrial""}",22.3751410129382,71.95293175123562,462493.5520518147
,Polygon,"{""man_made"": ""wastewater_plant""}",23.006689838011855,72.36207879763506,26448.991984378354
,Polygon,"{""man_made"": ""works""}",23.020242739216357,72.27834075895267,7749.629880758538
,Polygon,"{""man_made"": ""works""}",23.028141962244725,72.27254772644058,23066.554446350885
,Polygon,"{""man_made"": ""works""}",23.029546500000002,72.27626660000001,16896.03107237129
,Polygon,"{""man_made"": ""works""}",23.027632226358108,72.27618809508196,29138.927823272243
,Polygon,"{""man_made"": ""works""}",23.025227287894158,72.2817624236901,18834.374045825636
,Polygon,"{""man_made"": ""works""}",23.027752543934053,72.28214262363616,16479.864054365655
,Polygon,"{""man_made"": ""works""}",23.029240600000005,72.28093780000002,11327.79972528525
,Polygon,"{""man_made"": ""works""}",23.02929640719458,72.28012777731799,13749.98399174061
,Polygon,"{""man_made"": ""works""}",23.02204538900695,72.27769050415496,39026.58594824421
,Polygon,"{""man_made"": ""works""}",23.02154214897335,72.27945224315151,40127.57200197864
,Polygon,"{""man_made"": ""works""}",23.022702573835044,72.2819294102453,28058.753668807134
,Polygon,"{""man_made"": ""works""}",23.025883734654016,72.27439220358826,23033.93144924974
,Polygon,"{""man_made"": ""works""}",23.024406316293,72.2741103654667,30546.594960337272
,Polygon,"{""man_made"": ""works""}",23.0216563556667,72.27398557624366,25897.832799812608
,Polygon,"{""man_made"": ""works""}",23.02296105368376,72.27408490754365,28063.86595469054
Tata Motors,Polygon,"{""landuse"": ""industrial""}",23.025276131043935,72.2780585831083,1368107.6297924868
,Polygon,"{""landuse"": ""industrial""}",23.031087284829216,72.26842449790043,64018.29685487012
,Polygon,"{""landuse"": ""industrial""}",23.048204662523304,72.36741926254128,51233.246484861425
,Polygon,"{""landuse"": ""industrial""}",23.02673161681904,72.375604310892,226221.11374265605
,Polygon,"{""landuse"": ""industrial""}",22.991948322163,72.2911801864976,185917.85678364435
,Polygon,"{""landuse"": ""industrial""}",22.98637081846336,72.24814161440385,53603.918642427976
,Polygon,"{""landuse"": ""industrial""}",22.986165089159694,72.25664188663715,93422.65233777378
,Polygon,"{""landuse"": ""industrial""}",22.988314703228202,72.25199727492992,85423.31477066083
,Polygon,"{""landuse"": ""industrial""}",22.988687645318375,72.2486094748463,15824.230820980563
,Polygon,"{""landuse"": ""industrial""}",22.989659584637057,72.24816918424172,29566.3511781169
,Polygon,"{""landuse"": ""industrial""}",22.989217603575256,72.24571375831081,54014.671016810265
,Polygon,"{""landuse"": ""industrial""}",22.99617416740017,72.24660919895564,154664.76260472694
,Polygon,"{""landuse"": ""industrial""}",22.99361369225494,72.24641629727562,186609.62166193643
,Polygon,"{""landuse"": ""industrial""}",22.992892750000003,72.25069859999999,18518.591397719578
,Polygon,"{""landuse"": ""industrial""}",22.992268529670074,72.25304788015889,72625.53795837771
,Polygon,"{""landuse"": ""industrial""}",22.99183063198123,72.25704543483837,158665.0073602761
,Polygon,"{""landuse"": ""industrial""}",22.994502211516703,72.25870477481276,25767.555904081153
,Polygon,"{""landuse"": ""industrial""}",22.99589266346698,72.25800029788317,27104.41490083721
,Polygon,"{""landuse"": ""industrial""}",22.995456541456846,72.25491194459485,155494.54237730947
,Polygon,"{""landuse"": ""industrial""}",23.028486382115748,72.28549842546845,11967.23615332799
,Polygon,"{""landuse"": ""industrial""}",23.02933812861477,72.28545793608343,2354.417375081901
,Polygon,"{""landuse"": ""industrial""}",22.648693543214254,72.18662710607208,80258.67308725187
,Polygon,"{""landuse"": ""industrial""}",22.674989166979362,72.29951357474313,31973.559647584338
,Polygon,"{""landuse"": ""industrial""}",22.692368536794888,72.28030855430343,78141.93579978732
,Polygon,"{""landuse"": ""industrial""}",22.772518707182236,72.34855619828413,34015.07082745011
,Polygon,"{""landuse"": ""industrial""}",22.759233124516697,72.33340467526456,30968.44684249734
,Polygon,"{""landuse"": ""industrial""}",22.793378460277214,72.33874988516618,30418.939461866783
,Polygon,"{""man_made"": ""works""}",22.938747343643712,72.24406008317055,18766.149401624418
,Polygon,"{""man_made"": ""works""}",22.97919920824293,72.28962155501858,43314.26340590921
,Polygon,"{""man_made"": ""works""}",22.98106621568299,72.28990614042597,64382.22810971376
,Polygon,"{""man_made"": ""works""}",22.98315136901162,72.29017584770659,81583.89148351259
,Polygon,"{""landuse"": ""industrial""}",22.97375549083552,72.25356501350824,50431.50494953155
,Polygon,"{""landuse"": ""industrial""}",22.97981545,72.24858149999999,20010.855713822322
,Polygon,"{""landuse"": ""industrial""}",22.97646563404123,72.25282421538864,139611.12933533132
,Polygon,"{""landuse"": ""industrial""}",22.97892105402087,72.25284392306281,200857.49322247301
,Polygon,"{""landuse"": ""industrial""}",22.978504037422,72.25993918618971,429970.47763880034
,Polygon,"{""landuse"": ""industrial""}",22.979212316126752,72.27785474977708,4817709.997630614
,Polygon,"{""landuse"": ""industrial""}",22.983429347342426,72.2462383576285,133073.1552012017
,Polygon,"{""landuse"": ""industrial""}",22.986402641795987,72.25073150590036,40942.737651505195
,Polygon,"{""landuse"": ""industrial""}",22.983973749999997,72.25207505,40073.67230805654
,Polygon,"{""landuse"": ""farmland""}",23.06879185227712,72.38470704984954,985566.2233270346
